################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -3.8986705468533799E-02 a         1     0     1     1     1
 -8.7616383356662289E-02 a         2     0     1     1     2
 -1.2493180370992670E-02 a         3     0     1     1     3
  1.1157633532822039E-01 a         4     0     1     1     4
 -1.4414864905761565E-01 a         5     0     1     1     5
 -6.8146565783588249E-03 a         6     0     1     1     6
  1.4505217211743490E-01 a         7     0     1     1     7
 -1.3590950843538008E-01 a         8     0     1     1     8
  3.8629593617562720E-02 a         9     0     1     1     9
 -2.1061192244802882E-01 a        10     0     1     1    10
 -3.9576457378642611E-03 a        11     0     1     1    11
 -4.3320176746155084E-02 a        12     0     1     1    12
 -9.4237353089926423E-02 a        13     0     1     1    13
 -7.6492519339576542E-02 a        14     0     1     1    14
 -1.7314600804042368E-01 a        15     0     1     1    15
  5.6831616499632191E-02 a        16     0     1     1    16
  4.5722049682959988E-02 a        17     0     1     1    17
 -1.1274150799597732E-01 a        18     0     1     1    18
  4.3207209043629291E-02 a        19     0     1     1    19
 -3.6903867885834163E-02 a        20     0     1     1    20
  6.5628195920080803E-02 a        21     0     2     1     1
 -2.0288222768828801E-01 a        22     0     2     1     2
 -1.5632032385397768E-01 a        23     0     2     1     3
 -1.4971211887976763E-01 a        24     0     2     1     4
  1.0005959481815520E-01 a        25     0     2     1     5
 -3.4994718362156496E-01 a        26     0     2     1     6
 -1.4053141270708791E-01 a        27     0     2     1     7
 -9.4423618619334154E-02 a        28     0     2     1     8
  4.3273986947274856E-02 a        29     0     2     1     9
 -2.1705705604469688E-01 a        30     0     2     1    10
  1.2078031231393746E-01 a        31     0     2     1    11
 -2.7184749940880736E-02 a        32     0     2     1    12
  2.2765128759800672E-03 a        33     0     2     1    13
  1.1862505969557845E-01 a        34     0     2     1    14
  8.9322820644844259E-02 a        35     0     2     1    15
  1.0679145271130772E-02 a        36     0     2     1    16
  1.5040920076123211E-02 a        37     0     2     1    17
  1.5371570171583876E-01 a        38     0     2     1    18
 -1.6421978913955354E-01 a        39     0     2     1    19
  7.9476411861240132E-02 a        40     0     2     1    20
 -1.6190688975618922E-01 a        41     0     3     1     1
  5.5792214579456788E-02 a        42     0     3     1     2
 -1.0096300835825139E-01 a        43     0     3     1     3
  1.6569105824903818E-01 a        44     0     3     1     4
  1.8929637694131507E-01 a        45     0     3     1     5
  1.7493440720276556E-02 a        46     0     3     1     6
 -6.2826697384054955E-02 a        47     0     3     1     7
  4.3033883140937486E-02 a        48     0     3     1     8
  8.3573383194148296E-02 a        49     0     3     1     9
  9.7105195956335946E-02 a        50     0     3     1    10
  1.9498735793288322E-01 a        51     0     3     1    11
 -5.3465418448741989E-02 a        52     0     3     1    12
  1.5079976051926650E-01 a        53     0     3     1    13
 -4.6190138046987843E-02 a        54     0     3     1    14
 -1.4214092078391197E-01 a        55     0     3     1    15
  1.3307693668982309E-01 a        56     0     3     1    16
 -4.6043604173793211E-02 a        57     0     3     1    17
  1.2212017984391409E-01 a        58     0     3     1    18
  1.2372945565088142E-01 a        59     0     3     1    19
  1.5060202392140762E-01 a        60     0     3     1    20
  1.0587090440590995E-01 a        61     0     4     1     1
  1.8538440977182880E-01 a        62     0     4     1     2
  1.3348141400137539E-01 a        63     0     4     1     3
  2.2938236856072661E-01 a        64     0     4     1     4
 -7.3932811895494133E-03 a        65     0     4     1     5
  4.7994672961535638E-02 a        66     0     4     1     6
  1.2024034037709537E-01 a        67     0     4     1     7
 -1.3455350008173228E-01 a        68     0     4     1     8
  2.0483335309673492E-01 a        69     0     4     1     9
 -7.2295278231575874E-02 a        70     0     4     1    10
  2.6158366620521334E-01 a        71     0     4     1    11
  1.7235437340229487E-01 a        72     0     4     1    12
 -9.1938255331538141E-02 a        73     0     4     1    13
 -2.6477011123893582E-04 a        74     0     4     1    14
  5.6232324326529158E-02 a        75     0     4     1    15
  1.4488339421874200E-01 a        76     0     4     1    16
 -9.4105094662212830E-03 a        77     0     4     1    17
 -1.7946420589689246E-02 a        78     0     4     1    18
  2.3939702852721656E-01 a        79     0     4     1    19
 -2.2284270563422533E-02 a        80     0     4     1    20
  1.0408652370391706E-01 a        81     0     5     1     1
 -2.0004837386874440E-02 a        82     0     5     1     2
 -3.6760816750295321E-02 a        83     0     5     1     3
 -2.3505192915575279E-01 a        84     0     5     1     4
 -7.2879946116851960E-02 a        85     0     5     1     5
  9.8426469259353583E-02 a        86     0     5     1     6
 -1.2956004655108511E-01 a        87     0     5     1     7
 -4.0913660193367930E-02 a        88     0     5     1     8
  2.3130116193345099E-01 a        89     0     5     1     9
 -2.4334486236849695E-01 a        90     0     5     1    10
  1.8773173494846540E-01 a        91     0     5     1    11
 -1.9598035711043121E-01 a        92     0     5     1    12
