################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.2398588642012469E-01 a         1     0     1     1     1
 -3.9296835168357691E-01 a         2     0     1     1     2
  1.9411773646976122E-02 a         3     0     1     1     3
 -2.0266619380609313E-01 a         4     0     1     1     4
 -4.1192544181521663E-02 a         5     0     1     1     5
  1.0358413963384028E-01 a         6     0     1     1     6
 -2.6657590061456404E-01 a         7     0     1     1     7
  3.1818605745662060E-01 a         8     0     1     1     8
 -2.8309820989139606E-02 a         9     0     1     1     9
 -1.1202322182312362E-01 a        10     0     1     1    10
  1.4007782640708732E-01 a        11     0     1     1    11
 -1.3666017661233015E-01 a        12     0     1     1    12
 -2.9689264259183445E-01 a        13     0     1     1    13
 -1.5765663069745328E-01 a        14     0     1     1    14
 -2.5027861275834251E-01 a        15     0     1     1    15
  1.3328914575695655E-01 a        16     0     1     1    16
  5.1618311058254962E-01 a        17     0     1     1    17
  2.3921851081648601E-01 a        18     0     1     1    18
 -3.7435245538421903E-02 a        19     0     1     1    19
 -2.8379341013575504E-01 a        20     0     1     1    20
  6.1969868090701145E-02 a        21     0     2     1     1
  5.0833494738614399E-02 a        22     0     2     1     2
  1.0324743368106579E-01 a        23     0     2     1     3
  1.8900483712784422E-01 a        24     0     2     1     4
  1.2202248209343046E-01 a        25     0     2     1     5
  7.2464725282834264E-02 a        26     0     2     1     6
  7.3652876252230839E-02 a        27     0     2     1     7
 -1.9854472983130661E-01 a        28     0     2     1     8
  4.5025602290713014E-02 a        29     0     2     1     9
  3.1043723136645846E-02 a        30     0     2     1    10
  9.5389833492393550E-02 a        31     0     2     1    11
 -4.7031525191191602E-02 a        32     0     2     1    12
  1.1146848288059777E-01 a        33     0     2     1    13
 -2.6215961865129295E-01 a        34     0     2     1    14
 -1.2518621186523698E-01 a        35     0     2     1    15
  5.1324074417020138E-02 a        36     0     2     1    16
 -2.1370652154055453E-01 a        37     0     2     1    17
 -1.5457217664713205E-01 a        38     0     2     1    18
  4.4870538797097417E-02 a        39     0     2     1    19
 -1.3810659307576873E-02 a        40     0     2     1    20
 -1.3353224428735783E-01 a        41     0     3     1     1
  1.3056747119581699E-01 a        42     0     3     1     2
 -1.8245626150404481E-01 a        43     0     3     1     3
 -1.3227941745597321E-01 a        44     0     3     1     4
 -2.8703491191998168E-02 a        45     0     3     1     5
  1.8513513853173718E-03 a        46     0     3     1     6
  8.4522735030824095E-02 a        47     0     3     1     7
 -4.7998731957433795E-02 a        48     0     3     1     8
  1.6910072437191009E-01 a        49     0     3     1     9
 -1.8151229163644700E-01 a        50     0     3     1    10
  1.5980394583462568E-01 a        51     0     3     1    11
 -2.2111597940753891E-01 a        52     0     3     1    12
  2.6430135039635527E-01 a        53     0     3     1    13
