################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.3546220027815034E-01 a         1     0     1     1     1
  2.3810749064564057E-01 a         2     0     1     1     2
  3.1910936726131801E-02 a         3     0     1     1     3
  5.2043954926848568E-01 a         4     0     1     1     4
  2.9278904980122483E-01 a         5     0     1     1     5
  3.1777203963796090E-03 a         6     0     1     1     6
  4.6577150163257819E-01 a         7     0     1     1     7
 -3.0771672970449404E-01 a         8     0     1     1     8
  1.4073044753484315E-01 a         9     0     1     1     9
  2.6693655008865308E-01 a        10     0     1     1    10
 -1.2001882096611223E-01 a        11     0     1     1    11
 -5.9443743244958370E-03 a        12     0     1     1    12
  1.7754224121115002E-02 a        13     0     1     1    13
 -2.7953620914162442E-02 a        14     0     1     1    14
  3.9166894445990232E-02 a        15     0     1     1    15
 -1.1124857642082092E-01 a        16     0     1     1    16
  3.0793940076831300E-01 a        17     0     1     1    17
  1.8894408589591558E-02 a        18     0     1     1    18
 -1.2500200763453820E-01 a        19     0     1     1    19
 -1.3371857594593226E-01 a        20     0     1     1    20
  2.7318217778331827E-01 a        21     0     2     1     1
  6.6032930948879090E-02 a        22     0     2     1     2
 -2.4758216157266222E-01 a        23     0     2     1     3
  1.0774714794555041E-02 a        24     0     2     1     4
 -2.3941807561268325E-01 a        25     0     2     1     5
 -5.5554601478488556E-02 a        26     0     2     1     6
  3.9268530879877722E-02 a        27     0     2     1     7
  4.5056317980431505E-02 a        28     0     2     1     8
  2.5357547561583621E-01 a        29     0     2     1     9
 -3.2934772841109607E-02 a        30     0     2     1    10
 -2.2982691565483299E-01 a        31     0     2     1    11
 -2.4220640236357083E-01 a        32     0     2     1    12
 -1.4071535142655328E-01 a        33     0     2     1    13
  4.4555383407831800E-02 a        34     0     2     1    14
 -2.1070445109338246E-01 a        35     0     2     1    15
  4.6629336730086681E-03 a        36     0     2     1    16
  1.0997937604796135E-01 a        37     0     2     1    17
  2.1123104612356577E-01 a        38     0     2     1    18
  1.3002602726416709E-01 a        39     0     2     1    19
  1.5310245147294231E-02 a        40     0     2     1    20
  7.0695174618428516E-02 a        41     0     3     1     1
 -2.3493626086850736E-01 a        42     0     3     1     2
 -3.6110343734980793E-01 a        43     0     3     1     3
 -6.8199378220855561E-02 a        44     0     3     1     4
  7.4919300740466502E-02 a        45     0     3     1     5
 -4.4315333915311374E-02 a        46     0     3     1     6
  3.3403688502487539E-02 a        47     0     3     1     7
  3.8021884291581554E-01 a        48     0     3     1     8
 -2.2791504975490453E-02 a        49     0     3     1     9
 -1.6027313776727146E-02 a        50     0     3     1    10
 -1.8440775158268577E-01 a        51     0     3     1    11
  8.0601700603218404E-02 a        52     0     3     1    12
  1.0175241995688042E-01 a        53     0     3     1    13
 -3.7997526521322031E-02 a        54     0     3     1    14
 -6.7424699689998008E-02 a        55     0     3     1    15
 -1.1202442856572976E-01 a        56     0     3     1    16
  2.7491331580614903E-01 a        57     0     3     1    17
  1.7030417884564999E-01 a        58     0     3     1    18
  6.0526650851964459E-02 a        59     0     3     1    19
 -7.6489036243527223E-02 a        60     0     3     1    20
 -6.4051384216896129E-02 a        61     0     4     1     1
 -2.5755104991112227E-01 a        62     0     4     1     2
 -4.6700075867551108E-02 a        63     0     4     1     3
  7.2244582656104464E-02 a        64     0     4     1     4
 -1.0169746151548842E-01 a        65     0     4     1     5
 -1.0701801858867921E-01 a        66     0     4     1     6
  1.0923272645106370E-01 a        67     0     4     1     7
 -3.6079709868663519E-03 a        68     0     4     1     8
 -1.6625679021163295E-01 a        69     0     4     1     9
  8.6396109400713891E-02 a        70     0     4     1    10
  4.0766261629137594E-02 a        71     0     4     1    11
 -8.2824755623038121E-02 a        72     0     4     1    12
 -6.2880691044867876E-02 a        73     0     4     1    13
  2.7915941295438224E-01 a        74     0     4     1    14
 -1.1755297609856311E-01 a        75     0     4     1    15
 -1.8110210754096304E-01 a        76     0     4     1    16
  1.2213284116949621E-01 a        77     0     4     1    17
  1.3463208165877480E-01 a        78     0     4     1    18
  4.0881030745650807E-03 a        79     0     4     1    19
 -3.8567950958763988E-02 a        80     0     4     1    20
 -8.0598942704674090E-02 a        81     0     5     1     1
 -7.3266044786054987E-02 a        82     0     5     1     2
  2.0979953287033246E-01 a        83     0     5     1     3
 -4.6791521911258176E-02 a        84     0     5     1     4
  1.1191013759552865E-01 a        85     0     5     1     5
  2.4030172477675950E-02 a        86     0     5     1     6
 -1.0863761977544704E-01 a        87     0     5     1     7
  5.9485206642071353E-02 a        88     0     5     1     8
  1.5701490867299814E-01 a        89     0     5     1     9
  2.5059386498050274E-02 a        90     0     5     1    10
  2.9811453650060243E-02 a        91     0     5     1    11
 -7.5172511785431370E-02 a        92     0     5     1    12
 -1.1881137407700460E-02 a        93     0     5     1    13
 -8.4031608957783499E-02 a        94     0     5     1    14
 -7.4192488211500845E-02 a        95     0     5     1    15
  1.9036238854887727E-01 a        96     0     5     1    16
 -1.7853308261588076E-02 a        97     0     5     1    17
 -1.7703619946404323E-02 a        98     0     5     1    18
 -1.2043920759785372E-01 a        99     0     5     1    19
 -8.7693284327617652E-02 a       100     0     5     1    20
  1.0834996767013839E-01 a       101     0     6     1     1
 -2.0772838869178495E-02 a       102     0     6     1     2
  1.1824344866992768E-01 a       103     0     6     1     3
  4.7603875263334483E-02 a       104     0     6     1     4
  1.2286914964291733E-01 a       105     0     6     1     5
 -2.8141843714060144E-02 a       106     0     6     1     6
