LAMMPS data file via write_data, version 29 Aug 2024, timestep = 1000000, units = real

1024 atoms
5 atom types

0 19.76 xlo xhi
0 21.39 ylo yhi
0 34.85 zlo zhi

Masses

1 12.011
2 15.9994
3 1.008
4 22.9898
5 35.453

Atoms # full

1 1 1 0 0.618 0.356 7.5 0 0 0
2 2 1 0 1.853 3.922 7.5 0 0 0
3 3 1 0 1.853 2.495 7.5 0 0 0
4 4 1 0 0.618 1.782 7.5 0 0 0
9 9 1 0 0.618 4.634 7.5 0 0 0
11 11 1 0 1.853 6.774 7.5 0 0 0
12 12 1 0 0.618 6.06 7.5 0 0 0
41 41 1 0 3.088 0.356 7.5 0 0 0
42 42 1 0 4.322 3.922 7.5 0 0 0
43 43 1 0 4.322 2.495 7.5 0 0 0
44 44 1 0 3.088 1.782 7.5 0 0 0
49 49 1 0 3.088 4.634 7.5 0 0 0
51 51 1 0 4.322 6.774 7.5 0 0 0
52 52 1 0 3.088 6.06 7.5 0 0 0
81 81 1 0 5.558 0.356 7.5 0 0 0
82 82 1 0 6.793 3.922 7.5 0 0 0
83 83 1 0 6.793 2.495 7.5 0 0 0
84 84 1 0 5.558 1.782 7.5 0 0 0
89 89 1 0 5.558 4.634 7.5 0 0 0
91 91 1 0 6.793 6.774 7.5 0 0 0
92 92 1 0 5.558 6.06 7.5 0 0 0
121 121 1 0 8.027 0.356 7.5 0 0 0
122 122 1 0 9.262 3.922 7.5 0 0 0
123 123 1 0 9.262 2.495 7.5 0 0 0
124 124 1 0 8.027 1.782 7.5 0 0 0
129 129 1 0 8.027 4.634 7.5 0 0 0
131 131 1 0 9.262 6.774 7.5 0 0 0
132 132 1 0 8.027 6.06 7.5 0 0 0
713 451 3 0.4238 3.9781089545466672 4.7225726225629305 14.04741443271853 -5 1 0
433 358 3 0.4238 5.0241579467581845 0.7582128866501183 11.95871793191632 -5 0 0
771 471 2 -0.8476 1.5553794795010099 4.08812673141958 15.09065312956457 -4 1 0
432 358 2 -0.8476 5.270961034056981 1.1302755547775418 12.853512633857457 -5 0 0
960 534 2 -0.8476 5.329876054103182 7.034386333247454 10.69111328066656 -5 2 0
1024 560 5 -1 3.9406355423309396 6.466373987451546 15.403262383430608 -5 2 0
962 534 3 0.4238 5.00550157031883 6.100146151871594 10.839360616119608 -5 2 0
964 535 3 0.4238 1.4307855077972742 0.8021463836677154 14.292328747991087 -5 3 0
879 507 2 -0.8476 2.7996087683125594 2.0005674261220117 11.1879566528039 -3 2 0
881 507 3 0.4238 3.194376057336402 2.443982640426406 11.99265665892391 -3 2 0
773 471 3 0.4238 2.2857351163223547 4.692108947916842 15.409693315974286 -4 1 0
712 451 3 0.4238 5.132442867581094 3.5675397399329154 14.041192556538437 -5 1 0
541 394 3 0.4238 3.196869898995887 5.127690522276127 10.645012918766554 -6 1 0
434 358 3 0.4238 6.20214220904903 1.4931276466000076 12.81829909633151 -5 0 0
981 541 2 -0.8476 8.776133588335348 2.9560946825385055 10.47358541480558 -6 0 0
681 441 2 -0.8476 0.9217817540354591 6.3546116225283615 12.808492068764247 -5 0 0
799 480 3 0.4238 8.019345850657032 2.4970506842895803 12.034104309938101 -3 1 0
954 532 2 -0.8476 2.986878271067164 1.544439577359081 14.661139006786897 -4 2 0
542 394 3 0.4238 1.7367505836908108 4.412028094529233 10.49499453757285 -6 1 0
955 532 3 0.4238 3.9353642839477234 1.6181329368312143 14.353009948568296 -4 2 0
376 339 3 0.4238 7.135617724232044 2.7991573277573707 14.62118428537169 -4 0 0
880 507 3 0.4238 3.532305897637415 1.617981489506929 10.625121668861489 -3 2 0
766 469 3 0.4238 1.1622965159267928 2.5069611803480827 10.783750161384125 -4 1 0
800 480 3 0.4238 8.397810118550247 1.2553359497988423 13.024829603070096 -3 1 0
982 541 3 0.4238 8.491025337800044 3.719635972082364 9.894173593410843 -6 0 0
780 474 2 -0.8476 7.599988257118347 5.561536569345506 10.823036764404652 -6 -1 0
772 471 3 0.4238 0.8298168746517933 4.634581885286081 14.672388214986345 -4 1 0
983 541 3 0.4238 9.736786979822272 3.070374130999482 10.726738034973872 -6 0 0
986 542 3 0.4238 8.637031154463681 6.176102007857316 14.059694425577653 -4 1 0
781 474 3 0.4238 6.826312198427296 6.157831034188765 10.60889165395506 -6 -1 0
984 542 2 -0.8476 8.08483082561362 6.786680134672799 14.62738246733648 -4 1 0
375 339 2 -0.8476 6.335557190001565 3.087900207433543 15.147046512679017 -4 0 0
798 480 2 -0.8476 7.7170785206070835 1.9589093755329838 12.820895058958705 -3 1 0
711 451 2 -0.8476 4.334762135939786 3.9272999269098525 13.557169751500513 -5 1 0
765 469 2 -0.8476 0.4003588123893701 3.152606548918691 10.732830792440241 -4 1 0
682 441 3 0.4238 1.4936876856694643 5.753879305949386 12.249882793459404 -5 0 0
540 394 2 -0.8476 2.2097631362738444 5.284891393363688 10.614868171616752 -6 1 0
453 365 2 -0.8476 5.052124190668336 1.164974311553515 17.178495182788943 -5 2 0
760 467 3 0.4238 4.8054533182795085 4.095038077949925 11.906931957120692 -3 2 0
1020 556 4 1 6.655911779982034 5.50166709388206 16.49330647394699 -4 1 0
956 532 3 0.4238 2.586935391444209 2.4583632523295185 14.730341080525527 -4 2 0
377 339 3 0.4238 6.1662364270261145 2.4325305764855925 15.883131722033172 -4 0 0
1018 554 4 1 2.6492042073456235 0.49316441556257695 16.904243980105182 -6 2 0
782 474 3 0.4238 8.307216072943346 6.089165707001573 11.293606969860063 -6 -1 0
963 535 2 -0.8476 0.6630559443927752 0.16330092740856525 14.242651617170084 -5 3 0
761 467 3 0.4238 5.8776252849060615 4.284144607812939 10.689840341370834 -3 2 0
759 467 2 -0.8476 4.909384606966659 4.317714604733039 10.937595354952888 -3 2 0
947 529 3 0.4238 2.1130206407904435 6.979009967382646 16.293982656481724 -6 1 0
808 483 3 0.4238 6.366988656320504 5.192783634819225 23.269330425042998 -4 3 0
877 506 3 0.4238 8.930831833215398 3.0460466824266907 20.794110743861392 -5 3 0
878 506 3 0.4238 7.4172407027286145 2.983323032622626 20.184411420928935 -5 3 0
795 479 2 -0.8476 1.9613128162647533 2.5849571028421625 20.744252169853684 -4 1 0
547 396 3 0.4238 0.5810851763528639 4.7558111127370815 19.761011453717632 -4 1 0
591 411 2 -0.8476 5.664978045470572 2.6452516217502695 20.67183711936881 -4 1 0
1009 550 3 0.4238 5.049431046986482 0.5583287095415997 23.60453570308467 -6 2 0
428 356 3 0.4238 8.080331184894682 6.885486678357213 20.79767950034759 -3 2 0
491 377 3 0.4238 1.3948454034719826 6.188274439850089 18.30190068936994 -5 1 0
361 334 3 0.4238 9.460352045444022 5.328821623709278 17.62738784074812 -4 1 0
479 373 3 0.4238 3.270053707879564 1.3057621170312046 24.885025843729757 -4 2 0
587 409 3 0.4238 1.832945294838022 2.763520053967161 18.809812655792037 -5 2 0
1010 550 3 0.4238 6.5783545364072324 0.38587656722840846 24.15160008277018 -6 2 0
478 373 3 0.4238 2.6158558687008022 0.7680689400110532 23.488767454579527 -4 2 0
362 334 3 0.4238 8.560300999446229 4.268356639552175 18.482928170744458 -4 1 0
585 409 2 -0.8476 2.251623340060256 2.7549153483528066 17.90171833316521 -5 2 0
939 527 2 -0.8476 4.741161956268845 6.271034099713386 19.490052547620195 -5 0 0
605 415 3 0.4238 4.639764345987725 4.411655623185914 18.284886156782107 -4 2 0
915 519 2 -0.8476 9.867191490518247 7.058819801009371 20.970494550083316 -7 1 0
791 477 3 0.4238 1.5965026164565077 5.871809025447018 24.020174713652903 -4 1 0
332 324 3 0.4238 4.104431946951419 5.204886837773681 21.516084956977473 -4 0 0
483 375 2 -0.8476 8.346941112436348 2.940840152136067 22.87741520130575 -4 0 0
383 341 3 0.4238 9.778509687609633 2.3822971662390184 18.386188734858614 -5 1 0
796 479 3 0.4238 2.529025315056976 3.3232550011354696 21.108420546692514 -4 1 0
1008 550 2 -0.8476 5.664472155681544 0.7246747952213112 24.37528426365727 -6 2 0
807 483 2 -0.8476 6.319177378463519 6.1836674297126635 23.14337908976999 -4 3 0
882 508 2 -0.8476 1.7958139904192163 3.998509854457581 24.068324068097212 -4 2 0
789 477 2 -0.8476 1.7513723352451078 6.859436576932521 24.044812712701216 -4 1 0
603 415 2 -0.8476 5.332253482918675 3.724776877041967 18.06430273234643 -4 2 0
883 508 3 0.4238 2.2287537633353307 3.1387112371776182 24.33908105550114 -4 2 0
686 442 3 0.4238 5.90020940210649 2.446789174155565 24.307978279961596 -5 1 0
484 375 3 0.4238 7.500582901853433 3.2681614965210954 23.297579662615025 -4 0 0
876 506 2 -0.8476 8.388239818353671 3.0475472142713724 19.954116046497337 -5 3 0
884 508 3 0.4238 0.8055143888666506 3.8705031458760306 24.014279290892166 -4 2 0
685 442 3 0.4238 5.852940053615454 3.7628176074592337 25.27361856597437 -5 1 0
386 342 3 0.4238 8.851257698742154 6.8460066266160835 24.795000785434503 -5 2 0
427 356 3 0.4238 6.7549175785241 7.005886969356485 21.743939868927367 -3 2 0
684 442 2 -0.8476 6.060116347711465 3.4329113424473885 24.35261924778489 -5 1 0
455 365 3 0.4238 5.677687346603329 0.6501135485749622 17.7646602755217 -5 2 0
593 411 3 0.4238 4.929878207110547 3.164549961195604 21.10767804773786 -4 1 0
708 450 2 -0.8476 0.2449519607139657 0.22011794915829616 17.620133328643075 -5 2 0
489 377 2 -0.8476 1.7803423794674291 5.510787678548528 18.928322653176558 -5 1 0
